participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.finished,participant.Trad_strict,participant.ES_strict,participant.switch_order,participant.confirm,participant.start_time,participant.end_time,participant.treatment,participant.WTP_same,participant.choices_orders,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.development,session.config.real_world_currency_per_point,session.config.participation_fee,session.config.name,session.prolific_completion_url,welfare.1.player.id_in_group,welfare.1.player.role,welfare.1.player.payoff,welfare.1.player.browser,welfare.1.player.confirm,welfare.1.player.ES_wtp,welfare.1.player.Trad_wtp,welfare.1.player.ES_learn,welfare.1.player.Trad_learn,welfare.1.player.ES_wtp2,welfare.1.player.Trad_wtp2,welfare.1.player.ES_learn2,welfare.1.player.Trad_learn2,welfare.1.player.ES_wtp3,welfare.1.player.Trad_wtp3,welfare.1.player.ES_learn3,welfare.1.player.Trad_learn3,welfare.1.player.MPLWhy,welfare.1.player.experience,welfare.1.player.experienceWhy,welfare.1.player.arkansas,welfare.1.player.arkansasWhy,welfare.1.player.warhol,welfare.1.player.warholWhy,welfare.1.player.cq1,welfare.1.player.cq2,welfare.1.player.cq3,welfare.1.player.cq4,welfare.1.player.cq5,welfare.1.player.cq6_treatments,welfare.1.player.cq6_ambiguous,welfare.1.player.feedback,welfare.1.player.feedbackDifficulty,welfare.1.player.feedbackUnderstanding,welfare.1.player.feedbackSatisfied,welfare.1.player.feedbackPay,welfare.1.player.cq1_mistakes,welfare.1.player.cq2_mistakes,welfare.1.player.cq3_mistakes,welfare.1.player.cq4_mistakes,welfare.1.player.cq5_mistakes,welfare.1.player.cq6_ambiguous_mistakes,welfare.1.player.cq6_treatments_mistakes,welfare.1.player.ES_learn_mistakes,welfare.1.player.Trad_learn_mistakes,welfare.1.player.ES_learn2_mistakes,welfare.1.player.Trad_learn2_mistakes,welfare.1.player.ES_learn3_mistakes,welfare.1.player.Trad_learn3_mistakes,welfare.1.player.timeSubmitted_PostCQs,welfare.1.player.timeSubmitted_Cases,welfare.1.player.timeSubmitted_Cases2,welfare.1.player.timeSubmitted_Cases3Explain,welfare.1.player.timeSubmitted_Cases3,welfare.1.player.timeSubmitted_ReviewStatements,welfare.1.player.timeSubmitted_PostMPL,welfare.1.group.id_in_subsession,welfare.1.subsession.round_number,welfare.2.player.id_in_group,welfare.2.player.role,welfare.2.player.payoff,welfare.2.player.browser,welfare.2.player.confirm,welfare.2.player.ES_wtp,welfare.2.player.Trad_wtp,welfare.2.player.ES_learn,welfare.2.player.Trad_learn,welfare.2.player.ES_wtp2,welfare.2.player.Trad_wtp2,welfare.2.player.ES_learn2,welfare.2.player.Trad_learn2,welfare.2.player.ES_wtp3,welfare.2.player.Trad_wtp3,welfare.2.player.ES_learn3,welfare.2.player.Trad_learn3,welfare.2.player.MPLWhy,welfare.2.player.experience,welfare.2.player.experienceWhy,welfare.2.player.arkansas,welfare.2.player.arkansasWhy,welfare.2.player.warhol,welfare.2.player.warholWhy,welfare.2.player.cq1,welfare.2.player.cq2,welfare.2.player.cq3,welfare.2.player.cq4,welfare.2.player.cq5,welfare.2.player.cq6_treatments,welfare.2.player.cq6_ambiguous,welfare.2.player.feedback,welfare.2.player.feedbackDifficulty,welfare.2.player.feedbackUnderstanding,welfare.2.player.feedbackSatisfied,welfare.2.player.feedbackPay,welfare.2.player.cq1_mistakes,welfare.2.player.cq2_mistakes,welfare.2.player.cq3_mistakes,welfare.2.player.cq4_mistakes,welfare.2.player.cq5_mistakes,welfare.2.player.cq6_ambiguous_mistakes,welfare.2.player.cq6_treatments_mistakes,welfare.2.player.ES_learn_mistakes,welfare.2.player.Trad_learn_mistakes,welfare.2.player.ES_learn2_mistakes,welfare.2.player.Trad_learn2_mistakes,welfare.2.player.ES_learn3_mistakes,welfare.2.player.Trad_learn3_mistakes,welfare.2.player.timeSubmitted_PostCQs,welfare.2.player.timeSubmitted_Cases,welfare.2.player.timeSubmitted_Cases2,welfare.2.player.timeSubmitted_Cases3Explain,welfare.2.player.timeSubmitted_Cases3,welfare.2.player.timeSubmitted_ReviewStatements,welfare.2.player.timeSubmitted_PostMPL,welfare.2.group.id_in_subsession,welfare.2.subsession.round_number
11,yiy3jti2,64433ca666094f752c81354c,0,31,36,welfare,PostMPL,2023-08-23 13:49:07.679980,1,,,0.0,,,,1,1,1692798547.7363424,,low,0,1,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,11,,0.0,Chrome 116,1,2,3,2,1,2,,2,,,,,,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1692798805.9505007,1692798866.931793,1692798945.7599325,,,1692798968.6258092,,1,1,11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
12,5arxzb0k,611131e47725f6a04c723651,0,36,36,welfare,Finished,2023-08-23 13:51:08.492855,1,,,0.0,1,true,true,1,2,1692798668.5752864,1692799639.5463185,middle,0,3,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,12,,0.0,Chrome 115,2,1,1,2,1,2,1,2,1,NA,"{""history"":[],""cutoff"":""right:11""}",,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692798919.7594082,1692798976.0366275,1692798997.5233953,1692799010.1885962,1692799054.8914576,1692799086.2981806,,1,1,12,,0.0,,,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:11""}","{""history"":[],""cutoff"":""right:11""}",2,1,I didn't think a $1 bonus was enough compensation for receiving the fake notes,1,"Because even though it isn't real, I'll still have the memory of the experience, and it would still feel real to me.",1,"Because John is unwittingly helping out, so maybe he'd feel good about the tax because he knows it is helping.",0,"Since the copies are indistinguishable, it makes no difference if someone has the original or the copy, unless there was a way to determine who had the original.",,,,,,,,I wasn't confused about any part of the study,8,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,1692799098.4349475,1692799108.7734535,1692799115.5853286,1692799158.8553097,,1692799206.19697,1,2
13,ybkp554z,603039c84bcf02e81ae8a052,0,36,36,welfare,Finished,2023-08-23 13:53:36.488934,1,,,0.0,1,,,1,1,1692798816.5593677,1692799437.7094827,low,1,5,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,13,,0.0,Edge 115,1,3,3,2,1,,,,,,,,,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692799012.0718555,1692799069.612445,,,,1692799107.8257594,,1,1,13,,0.0,,,,,,,,,,,,,,,"Neither choice has any bearing on me. When I answered I am indifferent to which book Alex receives, it is because I truly don't care which book he gets. ",0,I've seen the movie The Matrix and it is not something I am interested in.,0,Taxation is theft. The government has enough resources that it doesn't need to add additional taxes. ,1,There will come a time when the drawing becomes distinguishable and this person will be better off then.,,,,,,,,,7,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799184.1183326,1,2
14,9fyvvjcq,5c9293accd8dd00001d0b129,0,36,36,welfare,Finished,2023-08-23 13:53:45.526676,1,,,0.0,1,true,true,0,1,1692798825.6447623,1692799919.0212455,high,1,5,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,14,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:7""}","{""history"":[],""cutoff"":""left:7""}",2,1,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692799080.504762,1692799170.8884537,1692799210.088348,1692799240.1251543,1692799302.6094923,1692799365.5651617,,1,1,14,,0.0,,,,,,,,,,,,,,,I think the importance or original has a price tag of approx 45 dollars whter he knows or not. Either way he is financially enriched ,0,real experiences in life are important. They need to be earned. Not through shortcuts,1,As all those people far away get relief through the 100 dollar tax...if left unhelped some of those people may end up in the welfare system for years and bleed taxes that could be spend on roads and services that john uses.,0,once wrd gets out that there are many forgeries  even the original would be worthless,,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799439.3883948,1,2
15,3s3nkosi,5cfc38f7ee119e001803dd01,0,36,36,welfare,Finished,2023-08-23 13:53:49.287801,1,,,0.0,1,true,false,1,1,1692798829.4129426,1692799518.0507097,middle,0,1,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,15,,0.0,Chrome 116,1,3,1,2,1,,1,,1,NA,"{""history"":[],""cutoff"":""right:9""}",,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1692799053.9489331,1692799074.8969722,1692799090.4127467,1692799097.0483909,1692799117.6408648,1692799125.1836112,,1,1,15,,0.0,,,,,,,,,,,,,,,"I think Alex will value us telling him but only if the notes are real. If they are fake than as the saying goes, ignorance is bliss. But also to me personally I am more indifferent if they are fake because he will not gain anything. ",0,I think that I would get extremely addicted to the machine when I am out of it. It would not be a healthy way to live and it is playing with very dangerous fire. ,0,"If John would happily donate $100 than it is up to him to make that decision himself, not the governments. Taking money without someones knowledge in any case makes him worse off. ",0,"Since they will never know the value of what they have is different than the value of the replicas, they cannot act in any way different. Therefore they are not better off. ",,,,,,,,,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799220.2267451,1,2
16,s5j27qjl,64135f3a5f83c8b43e569213,0,36,36,welfare,Finished,2023-08-23 13:53:56.080856,1,,,0.0,1,true,true,0,1,1692798836.1728904,1692799870.4535377,middle,1,5,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,16,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:11""}","{""history"":[],""cutoff"":""right:11""}",2,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1692799344.0201411,1692799362.5638044,1692799381.4297237,1692799405.3234117,1692799427.138633,1692799435.0008845,,1,1,16,,0.0,,,,,,,,,,,,,,,I feel like whether he knows or not I want him to have the genuine notes. I say this because to him having real autograph from someone you admire is likely worth more than a fake authograph with money. ,0,I want to live my life for real so this does not entice me. Why would I do a simulation when I could go do the real thing?,1,I don't think it makes him better or worse off. I personally feel like since he is willing to contribute either way that it doesn't affect him.,1,This is hard but I am going to say yes because you might want the authentic piece. ,,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799512.2502131,1,2
17,42kcghvb,6100d0faf8c8f22b10df3873,0,36,36,welfare,Finished,2023-08-23 13:54:09.112373,1,,,0.0,1,true,true,0,1,1692798849.1475499,1692799750.731216,low,1,4,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,17,,0.0,Chrome 115,1,1,1,2,1,1,1,2,1,"{""history"":[""right:0"",""left:1"",""left:2"",""left:3"",""left:2""],""cutoff"":""left:1""}","{""history"":[],""cutoff"":""right:0""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692799150.049812,1692799202.0479136,1692799244.1214757,1692799270.533299,1692799302.9330325,1692799334.8475118,,1,1,17,,0.0,,,,,,,,,,,,,,,Because my feeling didn't change based on whether Alex was going to be told or not which books have the fake or original notes.,0,"Regardless, my experience would still never be real even if I didn't know it. ",1,"Since John cares about helping others, he would get a big sense of fulfilment assisting those in need with a $100 contribution. In my opinion, he is spiritually and emotionally better off by doing so.",0,"If the copy and original are indistinguishable from one another, I'd say paying a much discounted price for a drawing that looks exactly like the original or could potentially even be the original is a great deal.",,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799385.2878597,1,2
18,tmfcw0wi,5671927473f58b000d664293,0,36,36,welfare,Finished,2023-08-23 13:55:09.361625,1,,,0.0,1,true,true,1,1,1692798909.417799,1692800019.7152436,low,0,4,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,18,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:5""}","{""history"":[],""cutoff"":""left:6""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1692799204.2963264,1692799261.6414697,1692799285.8859637,1692799307.5483675,1692799412.4794354,1692799431.9551208,,1,1,18,,0.0,,,,,,,,,,,,,,,"For case 1, I think Alex would possibly feel better about receiving more money if he is aware that he is getting the books with the fake notes. But in case 2, he wouldn't be sure so would still possibly be happy about receiving less than in case 1.",0,I wouldn't want to experience something that wasn't actually happening. I would also be concerned that it could be addictive.,1,"If John cares about others, he won't be bothered about the $100. In the long run, the money used for financial relief will ultimately benefit society, and those who weren't directly effected can be reassured that they will also be assisted in the future if something similar happens to them.",0,"It would be impossible to tell which one is the real Warhol. Anyone with a copy can pretend it is the original, if they want.",,,,,,,,I think it was very clear and well-written. The story about the Warhol drawings was very interesting.,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799561.5535347,1,2
19,y55ounrf,62b1ed31eaaaa61b18c69032,0,36,36,welfare,Finished,2023-08-23 13:56:10.375078,1,,,0.0,1,true,true,0,1,1692798970.5953662,1692799528.952676,low,1,5,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,19,,0.0,Chrome 115,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:11""}","{""history"":[],""cutoff"":""right:11""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692799127.435081,1692799150.0947728,1692799169.6034427,1692799184.9234636,1692799205.7850435,1692799214.6612182,,1,1,19,,0.0,,,,,,,,,,,,,,,I think he should have the original notes regardless of any bonus or knowledge of what he is getting. The notes will mean more to him than a couple of dollars.,0,I would not because it isn't real. I prefer to live in reality.,0,John is losing money for something that has nothing to do with him.,0,I would say this question depends on what the person's intent with the drawing is. If they intend to keep it then yeah they are better off because they have the original and that means something to them. If they intend to sell it they are worse off since no one can tell the difference between the original and fake and because there are so many fakes the value will likely go way down.,,,,,,,,none,10,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799257.5018706,1,2
20,1i8wmd0i,63ed1b44dc847ac2c0e41f82,0,36,36,welfare,Finished,2023-08-23 13:57:16.375774,1,,,0.0,1,true,true,1,1,1692799036.4274745,1692799498.6429462,high,1,2,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,20,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:11""}","{""history"":[],""cutoff"":""left:11""}",2,1,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692799161.1331084,1692799188.8698516,1692799207.620576,1692799230.616094,1692799247.9875064,1692799259.305245,,1,1,20,,0.0,,,,,,,,,,,,,,,"I believe the intent mainly is for Alex to have original notes from the real professors and not for him to get cash.  I'd like him to mostly know that he has original notes.  However, I think at $200 it becomes better for Alex to have cash than original notes.",0,This would be dangerous for humanity and would change the fabric of our society,0,John is worse off financially but as a person he might feel better knowing that his money is helping others,0,There is no way to prove that it is an original so it is no different than getting a copy.  Perhaps the novelty of this specific scenario provides some additional entertainment value for those that purchased.,,,,,,,,,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799329.3774915,1,2
21,a0dog7fy,5df81cd72713055bdf02efd8,0,36,36,welfare,Finished,2023-08-23 13:57:21.152652,1,,,0.0,1,true,true,1,1,1692799140.8957534,1692799979.2643821,low,0,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,21,,0.0,Chrome 115,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:11""}","{""history"":[],""cutoff"":""right:9""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1692799386.420732,1692799416.3087144,1692799439.8044493,1692799457.9286451,1692799501.3545468,1692799517.1222515,,1,1,21,,0.0,,,,,,,,,,,,,,,I wouldn't want someone to receive anything fake without their knowledge.,0,I only want real experiences. I'm not the type of person who daydreams about fictional events.,0,He would be worse off in financial terms. It's not fair that John would pay a tax for something that is not disclosed to him.,0,Because the the original is now worth as much as a forgery.,,,,,,,,,10,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799565.236633,1,2
22,n78tym3e,5c55b95b91c0ad0001cf86ab,0,36,36,welfare,Finished,2023-08-23 13:57:57.424794,1,,,0.0,1,true,true,0,1,1692799077.50455,1692799957.5459006,middle,0,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,22,,0.0,Chrome 115,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:7""}","{""history"":[],""cutoff"":""right:9""}",2,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1692799280.940765,1692799312.4054124,1692799334.6536336,1692799365.8258994,1692799420.798866,1692799432.080907,,1,1,22,,0.0,,,,,,,,,,,,,,,"If Alex could never know whether his notes were real or fake, he would always have doubts about them. So they would be less valuable to him, and my choices reflected that.",0,"I couldn't know whether I would ever come out, so I couldn't go in and risk wasting all my life and the resources which would support it.",0,He might have been able to donate that money in a more effective way.,0,"The person with the original is in the same situation as every else, since nobody can know where the original is.",,,,,,,,"I wasn't sure if I was supposed to assume any kind of time limit on the ""experience machine.""",8,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799520.9229066,1,2
23,qyv815lc,5ea95ca4936cd3035f7e3e3a,0,36,36,welfare,Finished,2023-08-23 13:58:49.317873,1,,,0.0,1,true,true,1,1,1692799129.379308,1692799888.786318,high,1,4,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,23,,0.0,Chrome 115,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:11""}","{""history"":[""right:10""],""cutoff"":""right:11""}",2,1,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692799298.901906,1692799319.3687904,1692799344.8965104,1692799362.3163633,1692799384.499687,1692799393.302322,,1,1,23,,0.0,,,,,,,,,,,,,,,Alex loves economics and the book with the original notes seems like a more meaningful gift than a small amount of money.,0,Part of what makes the things in life worthwhile are the hard work and bad things that balance them out.,0,He now has less disposable income.  ,0,No one knows it is the original.,,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799430.1154256,1,2
24,pgujq5tz,6274275522cd2c183be830b0,0,36,36,welfare,Finished,2023-08-23 13:58:58.696171,1,,,0.0,1,true,true,0,1,1692799138.737968,1692800197.1674516,middle,1,3,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,24,,0.0,Chrome 114,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:9""}","{""history"":[],""cutoff"":""right:9""}",2,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1692799434.6822717,1692799479.0762048,1692799508.5563648,1692799580.364028,1692799648.0450935,1692799673.45482,,1,1,24,,0.0,,,,,,,,,,,,,,,"I think Alex would prefer the books with the original notes over any amount of money.  However, if Alex is lured by money, it would need to be at least 100.",1,It would be the perfect opportunity to safely do something that I have always wanted to experience.,0,Because John is a good person and would donate anyway.  He would prefer that the government allow him to make his own donation decisions.,0,"The original is much more valuable and though an amateur could not tell the difference, an expert, using professional methods could.  ",,,,,,,,Instructions were great.  No confusion,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799777.8205652,1,2
25,qd74b5my,5e74e1df5ae15103a51a1ee8,0,36,36,welfare,Finished,2023-08-23 13:59:03.467228,1,,,0.0,1,true,true,0,1,1692799143.5416965,1692799723.403497,middle,0,4,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,25,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[""right:11"",""right:9""],""cutoff"":""right:10""}","{""history"":[],""cutoff"":""right:11""}",2,1,,,,,,,,1,1,2,2,3,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692799284.207594,1692799311.374478,1692799327.1299188,1692799337.9703648,1692799364.7909393,1692799377.178235,,1,1,25,,0.0,,,,,,,,,,,,,,,"If you tell Alex which one's they got, then they should get the original. Same thing for if you don't tell them, either way I feel like they should get the original. The only difference being when it comes to giving them a monetary bonus.",0,"The idea of coming out of that experience would be jarring to say the least. I feel like it would make me question my sanity or spend even more time in that ""fake"" world.",1,"I feel like he's better off, it doesn't matter if he knows or not, we're all in this together and considering something like this may happen to him in the future, it all balances out.",1,The original one is worth more so of course they'd be better off.,,,,,,,,"Survey functioned well, it was relatively interesting. Makes me think about how much genuine articles matter, especially if no one can tell the difference.",10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799462.896502,1,2
26,2b14ffq1,5c511ead2423780001086a92,0,36,36,welfare,Finished,2023-08-23 13:59:10.456550,1,,,0.0,1,true,false,0,1,1692799150.7020607,1692800129.5827909,low,0,2,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,26,,0.0,Edge 115,1,2,1,2,1,2,1,2,1,NA,"{""history"":[""left:0"",""left:11"",""left:6""],""cutoff"":""left:0""}",,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1692799668.597918,1692799757.1914198,1692799774.404567,1692799832.1830692,1692799862.873177,1692799873.20578,,1,1,26,,0.0,,,,,,,,,,,,,,,I figured the bonus would be much better with the option I chose,1,I would love to see what the machine would do.  It would open all sorts of fantasy possibilities,1,"Although Taxes were higher, using those taxes benefitted the local area much more and possibly helps keeps costs low for the future.",0,"For pure profit no, because $250 ea x 1000 copies is more than the $20k for the original",,,,,,,,,8,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799898.6196663,1,2
27,e4zyr85z,5ecbe5e254cc883c02f52be8,0,36,36,welfare,Finished,2023-08-23 14:00:03.628125,1,,,0.0,1,true,true,0,1,1692799203.7520363,1692799951.3452315,high,1,6,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,27,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[""left:0"",""left:1"",""left:1"",""left:2"",""left:3"",""left:4"",""left:5"",""left:6"",""left:7"",""left:8"",""left:9"",""left:10""],""cutoff"":""left:11""}","{""history"":[""left:0"",""left:1"",""left:2"",""left:3"",""left:4"",""left:5"",""left:6"",""left:7"",""left:8"",""left:9"",""left:10""],""cutoff"":""left:11""}",2,1,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1692799433.2505124,1692799495.129125,1692799516.8949065,1692799534.1936486,1692799580.9236884,1692799593.2831109,,1,1,27,,0.0,,,,,,,,,,,,,,,"If Alex is truly an avid admirer of Economics, he would rather have the real thing.  He would be willing to take the chance they are real, rather than a bonus and fake notes.",0,"I don't live in a fantasy world.  It might be nice for a few minutes, but then the letdown when coming back to reality, might be unpleasant.",0,"It makes him worse off financially, as it is money out of his pocket.  But, emotionally it does nothing, since he doesn't even know what it is for.",1,Even though they do not know.  They have the illusion that they may have the original.,,,,,,,,,6,10,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799663.0777009,1,2
28,w7yqvnsh,6462c584d3863d452bc1f8d2,0,36,36,welfare,Finished,2023-08-23 14:00:40.547400,1,,,0.0,1,true,true,0,1,1692799240.7219093,1692801524.7188025,high,0,1,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,28,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[""right:4""],""cutoff"":""right:3""}","{""history"":[],""cutoff"":""right:4""}",2,1,,,,,,,,1,1,2,2,3,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1692799547.1405013,1692799607.468733,1692799675.0025556,1692799728.7121549,1692799890.539622,1692799974.0056226,,1,1,28,,0.0,,,,,,,,,,,,,,,"I ultimately want Alex to have the one with the original notes.  If he doesn't know,the bonus lower.  If he does know, the bonus should be higher.  If he gets the fake notes and thinks they are real, that's dishonest and kind of mean.  If he knows and they are real it makes a better gift even if they are indistinguishable.",1,"Even if you didn't know the experience was simulated at the time, you would know when you plugged in and when you unplugged so it is a voluntary state akin to hallucenogenic drugs. I think we should experience all things and the end of that is joining the collective unconscious including this simulation assuming one existed.",1,"He would give the $100 either way and living in a representative democracy, we trust our polticians to do that sort of thing and why we vote.  As a society, any group that is improved is a net improvement for everybody so John is better off as we all are.",0,"Wether anyone can tell the difference or not is irrelevant.  You are paying fr that artists work, not the picture itself per say.  There are now 999 fakes in circulation that no one can tell apart.  That cheapens the artists work, not just monetarily, but dilutes uniquness and we are all worse off for it..",,,,,,,,I really enjoyed the study.  I hadn't really thought about value in quite these terms.  I have a broader view of and concern for society as a whole than I realized.  I hope Alex gets the original and knows it.,10,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692800236.6729302,1,2
29,gbiezv2k,589a46af57995d0001a8a03a,0,36,36,welfare,Finished,2023-08-23 14:00:48.470416,1,,,0.0,1,true,true,1,1,1692799248.5635574,1692800366.881998,low,1,3,hyxtp0i1,,,,,0,0,1.0,3.0,welfare,,29,,0.0,Chrome 116,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:7""}","{""history"":[],""cutoff"":""right:7""}",2,1,,,,,,,,1,1,2,2,3,2,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1692799650.3474987,1692799678.0793624,1692799730.1810505,1692799762.6509566,1692799784.3521743,1692799851.0885406,,1,1,29,,0.0,,,,,,,,,,,,,,,"I think he really wants the originals, but he would be happy with$45 and up as a bonus if he gets the fake ones.",1,"I would love to be able to get instantly happy by having an experience, even if it is not real.",0,"He has to pay the money and he doesn't know that he is helping, so he is worse off",0,The person is not better off because they dont know they have the original and neither does anyone else,,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1692799944.4393954,1,2
